Time,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time (ms),Total Average Response Time (ms),Total Min Response Time (ms),Total Max Response Time (ms),Total Average Content Size,%CPU,%MEM,%Failure
18:38:13,1484,,Aggregated,297.0,0.0,700.0,1400.0,1900.0,2100.0,2500.0,2700.0,3000.0,3200.0,3600.0,4400.0,4800.0,154960,0,700.0,1005.8604276973732,3.1231699977070093,4756.403651997971,15478.18742901394,83.1,0.5,0.0
18:38:14,1486,,Aggregated,298.8,0.0,710.0,1400.0,1900.0,2100.0,2500.0,2700.0,3000.0,3200.0,3600.0,4400.0,4800.0,155292,0,710.0,1009.2333441602271,3.1231699977070093,4756.403651997971,15474.825915050356,83.2,0.6,0.0
18:38:15,1488,,Aggregated,294.6,0.0,710.0,1400.0,1900.0,2100.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,155599,0,710.0,1012.1964585676265,3.1231699977070093,4756.403651997971,15476.442650659708,83.3,0.6,0.0
18:38:16,1490,,Aggregated,293.3,0.0,720.0,1400.0,1900.0,2100.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,155936,0,720.0,1015.3562466735468,3.1231699977070093,4756.403651997971,15476.282801918736,83.3,0.6,0.0
18:38:17,1492,,Aggregated,289.9,0.0,720.0,1500.0,1900.0,2100.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,156244,0,720.0,1017.8702519414138,3.1231699977070093,4756.403651997971,15474.350752668905,83.4,0.6,0.0
18:38:18,1494,,Aggregated,287.0,0.0,730.0,1500.0,1900.0,2100.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,156462,0,730.0,1019.7310407725084,3.1231699977070093,4756.403651997971,15475.44491314185,,,0.0
18:38:19,1496,,Aggregated,306.3,0.0,730.0,1500.0,1900.0,2100.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,156793,0,730.0,1022.7719023315532,3.1231699977070093,4756.403651997971,15474.717206763056,83.4,0.6,0.0
18:38:20,1498,,Aggregated,304.7,0.0,740.0,1500.0,1900.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,157094,0,740.0,1025.432464159269,3.1231699977070093,4756.403651997971,15474.180216940176,83.5,0.5,0.0
18:38:21,1500,,Aggregated,294.9,0.0,740.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,157452,0,740.0,1028.5810877363526,3.1231699977070093,4756.403651997971,15471.086204049489,83.5,0.6,0.0
18:38:22,1502,,Aggregated,291.0,0.0,750.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,157732,0,750.0,1030.95572755001,3.1231699977070093,4756.403651997971,15472.3471648112,83.6,0.6,0.0
18:38:23,1504,,Aggregated,293.4,0.0,750.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,157981,0,750.0,1033.2014483305795,3.1231699977070093,4756.403651997971,15472.9602230648,83.7,0.6,0.0
18:38:24,1506,,Aggregated,300.8,0.0,760.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,158268,0,760.0,1035.938836257605,3.1231699977070093,4756.403651997971,15469.898469684333,83.7,0.6,0.0
18:38:25,1508,,Aggregated,299.8,0.0,760.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,158563,0,760.0,1038.9761255202068,3.1231699977070093,4756.403651997971,15471.97645730719,83.8,0.6,0.0
18:38:26,1510,,Aggregated,301.0,0.0,770.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,158915,0,770.0,1042.412510030462,3.1231699977070093,4756.403651997971,15473.095485007709,83.8,0.6,0.0
18:38:27,1512,,Aggregated,294.4,0.0,770.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,159254,0,770.0,1045.4706563442096,3.1231699977070093,4756.403651997971,15470.724584625816,83.9,0.6,0.0
18:38:28,1514,,Aggregated,299.0,0.0,780.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,159551,0,780.0,1047.934564058075,3.1231699977070093,4756.403651997971,15469.89523725956,83.9,0.5,0.0
18:38:29,1516,,Aggregated,298.2,0.0,780.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,159789,0,780.0,1049.941160958252,3.1231699977070093,4756.403651997971,15471.104850771955,84.0,0.6,0.0
18:38:30,1518,,Aggregated,300.8,0.0,780.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,160003,0,780.0,1051.9059027232563,3.1231699977070093,4756.403651997971,15473.43272313644,84.0,0.6,0.0
18:38:31,1520,,Aggregated,302.7,0.0,790.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,160389,0,790.0,1055.8679369557951,3.1231699977070093,4756.403651997971,15472.246700210117,84.1,0.6,0.0
18:38:32,1522,,Aggregated,297.6,0.0,800.0,1500.0,2000.0,2200.0,2500.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,160756,0,800.0,1059.200511866619,3.1231699977070093,4756.403651997971,15469.259753912762,84.2,0.6,0.0
18:38:33,1524,,Aggregated,287.3,0.0,800.0,1600.0,2000.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,161024,0,800.0,1061.4476633081165,3.1231699977070093,4756.403651997971,15470.519220737282,84.2,0.6,0.0
18:38:34,1526,,Aggregated,295.8,0.0,810.0,1600.0,2000.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,161304,0,810.0,1063.8289835016424,3.1231699977070093,4756.403651997971,15471.288610325844,84.3,0.6,0.0
18:38:35,1528,,Aggregated,304.3,0.0,810.0,1600.0,2000.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,161551,0,810.0,1065.999234616002,3.1231699977070093,4756.403651997971,15472.28937611033,84.3,0.6,0.0
18:38:36,1530,,Aggregated,304.2,0.0,820.0,1600.0,2000.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,161879,0,820.0,1069.0159043694528,3.1231699977070093,4756.403651997971,15472.123950605082,84.4,0.6,0.0
18:38:37,1532,,Aggregated,301.5,0.0,820.0,1600.0,2000.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,162214,0,820.0,1072.1177673409115,3.1231699977070093,4756.403651997971,15469.052967068194,84.4,0.5,0.0
18:38:38,1534,,Aggregated,297.2,0.0,830.0,1600.0,2100.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,162562,0,830.0,1075.3252250875455,3.1231699977070093,4756.403651997971,15469.212768051577,84.5,0.5,0.0
18:38:39,1536,,Aggregated,293.6,0.0,830.0,1600.0,2100.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,162826,0,830.0,1077.4543740430672,3.1231699977070093,4756.403651997971,15471.03851964674,84.5,0.6,0.0
18:38:40,1538,,Aggregated,296.6,0.0,830.0,1600.0,2100.0,2200.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,163102,0,830.0,1079.8326429864526,3.1231699977070093,4756.403651997971,15472.85002636387,84.6,0.6,0.0
18:38:41,1540,,Aggregated,305.6,0.0,840.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,163357,0,840.0,1082.2913276189977,3.1231699977070093,4756.403651997971,15471.138016736351,84.6,0.6,0.0
18:38:42,1542,,Aggregated,300.4,0.0,840.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,163733,0,840.0,1085.803883004821,3.1231699977070093,4756.403651997971,15473.940531230724,84.7,0.5,0.0
18:38:43,1544,,Aggregated,307.5,0.0,850.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,163994,0,850.0,1088.1403392131692,3.1231699977070093,4756.403651997971,15474.716800614657,84.7,0.5,0.0
18:38:44,1546,,Aggregated,296.8,0.0,850.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,164306,0,850.0,1091.0431603389557,3.1231699977070093,4756.403651997971,15474.701258627196,84.8,0.6,0.0
18:38:45,1548,,Aggregated,296.4,0.0,860.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,164596,0,860.0,1093.5927228931723,3.1231699977070093,4756.403651997971,15476.267266519237,84.9,0.6,0.0
18:38:46,1550,,Aggregated,293.7,0.0,860.0,1600.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,164904,0,860.0,1096.2453784740237,3.1231699977070093,4756.403651997971,15475.98238975404,84.9,0.5,0.0
18:38:47,1552,,Aggregated,299.7,0.0,870.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,165187,0,870.0,1098.716241923454,3.1231699977070093,4756.403651997971,15474.728870915991,85.0,0.6,0.0
18:38:48,1554,,Aggregated,302.9,0.0,870.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,165476,0,870.0,1101.432842275041,3.1231699977070093,4756.403651997971,15477.054956610022,85.0,0.6,0.0
18:38:49,1556,,Aggregated,300.5,0.0,870.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,165774,0,870.0,1104.3948455841858,3.1231699977070093,4756.403651997971,15476.590834509634,85.1,0.6,0.0
18:38:50,1558,,Aggregated,294.0,0.0,880.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,166031,0,880.0,1106.9730350200616,3.1231699977070093,4756.403651997971,15477.507158301763,85.1,0.6,0.0
18:38:51,1560,,Aggregated,284.6,0.0,880.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,166419,0,880.0,1110.8558220615246,3.1231699977070093,4756.403651997971,15479.624766402874,85.2,0.6,0.0
18:38:52,1562,,Aggregated,294.8,0.0,890.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,166729,0,890.0,1113.65569494443,3.1231699977070093,4756.403651997971,15479.99734299372,85.2,0.6,0.0
18:38:53,1564,,Aggregated,293.1,0.0,890.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,167028,0,890.0,1116.333758867422,3.1231699977070093,4756.403651997971,15481.811067605431,85.3,0.6,0.0
18:38:54,1566,,Aggregated,299.5,0.0,890.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,167243,0,890.0,1118.3931158111118,3.1231699977070093,4756.403651997971,15479.855814593137,85.3,0.6,0.0
18:38:55,1568,,Aggregated,297.3,0.0,900.0,1700.0,2100.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,167515,0,900.0,1121.132413261344,3.1231699977070093,4756.403651997971,15478.314813598785,85.4,0.6,0.0
18:38:56,1570,,Aggregated,300.9,0.0,900.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,167840,0,900.0,1124.498135680184,3.1231699977070093,4756.403651997971,15481.63382983794,85.4,0.6,0.0
18:38:57,1572,,Aggregated,290.2,0.0,910.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,168222,0,910.0,1128.3963361201147,3.1231699977070093,4756.403651997971,15482.741603357468,85.5,0.6,0.0
18:38:58,1574,,Aggregated,289.8,0.0,910.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,168523,0,910.0,1131.2080040456674,3.1231699977070093,4756.403651997971,15482.210505390956,85.5,0.6,0.0
18:38:59,1576,,Aggregated,291.6,0.0,910.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,168815,0,910.0,1133.8055362490006,3.1231699977070093,4756.403651997971,15481.208820306252,85.6,0.6,0.0
18:39:00,1578,,Aggregated,300.4,0.0,920.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,169034,0,920.0,1135.845988433215,3.1231699977070093,4756.403651997971,15481.272306163257,85.6,0.5,0.0
18:39:02,1580,,Aggregated,303.2,0.0,920.0,1700.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,169378,0,920.0,1139.0652886477603,3.1231699977070093,4756.403651997971,15482.191896232096,85.7,0.6,0.0
18:39:03,1582,,Aggregated,297.8,0.0,930.0,1800.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,169683,0,930.0,1141.9190963964647,3.1231699977070093,4756.403651997971,15481.745525479866,85.8,0.6,0.0
18:39:04,1584,,Aggregated,297.8,0.0,930.0,1800.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,169965,0,930.0,1144.5661712197757,3.1231699977070093,4756.403651997971,15480.39972347248,85.8,0.6,0.0
18:39:05,1586,,Aggregated,293.2,0.0,930.0,1800.0,2200.0,2300.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,170316,0,930.0,1147.841937288028,3.1231699977070093,4756.403651997971,15482.361269639963,85.9,0.6,0.0
18:39:06,1588,,Aggregated,293.2,0.0,940.0,1800.0,2200.0,2400.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,170534,0,940.0,1149.9347174566703,3.1231699977070093,4756.403651997971,15481.66336331758,85.9,0.6,0.0
18:39:07,1590,,Aggregated,305.7,0.0,940.0,1800.0,2200.0,2400.0,2600.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,170833,0,940.0,1152.9352963038043,3.1231699977070093,4756.403651997971,15480.69186866706,86.0,0.6,0.0
18:39:08,1592,,Aggregated,299.6,0.0,940.0,1800.0,2200.0,2400.0,2700.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,171159,0,940.0,1156.1424522903765,3.1231699977070093,4756.403651997971,15479.01675634936,86.0,0.6,0.0
18:39:09,1594,,Aggregated,295.9,0.0,950.0,1800.0,2200.0,2400.0,2700.0,2800.0,3000.0,3200.0,3600.0,4400.0,4800.0,171518,0,950.0,1159.62767005172,3.1231699977070093,4756.403651997971,15480.89188889796,86.0,0.6,0.0
18:39:10,1596,,Aggregated,292.3,0.0,950.0,1800.0,2200.0,2400.0,2700.0,2900.0,3000.0,3200.0,3600.0,4400.0,4800.0,171798,0,950.0,1162.1390283866283,3.1231699977070093,4756.403651997971,15483.284409597318,86.0,0.6,0.0
18:39:11,1598,,Aggregated,298.0,0.0,960.0,1800.0,2200.0,2400.0,2700.0,2900.0,3000.0,3200.0,3600.0,4400.0,4800.0,172052,0,960.0,1164.5118191178708,3.1231699977070093,4756.403651997971,15481.696812591545,86.1,0.6,0.0
18:39:12,1600,,Aggregated,296.1,0.0,960.0,1800.0,2200.0,2400.0,2700.0,2900.0,3000.0,3200.0,3600.0,4400.0,4800.0,172300,0,960.0,1166.9903964679338,3.1231699977070093,4756.403651997971,15483.78044689495,86.1,0.6,0.0
18:39:13,1602,,Aggregated,299.0,0.0,960.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,172611,0,960.0,1170.2776663607583,3.1231699977070093,4756.403651997971,15484.687980487915,86.2,0.6,0.0
18:39:14,1604,,Aggregated,291.0,0.0,970.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,172948,0,970.0,1173.7247994492564,3.1231699977070093,4756.403651997971,15481.617624950852,86.2,0.6,0.0
18:39:15,1606,,Aggregated,292.2,0.0,970.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,173251,0,970.0,1176.6917920625383,3.1231699977070093,4756.403651997971,15479.2593462664,,,0.0
18:39:16,1608,,Aggregated,296.1,0.0,980.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,173526,0,980.0,1179.42736439731,3.1231699977070093,4756.403651997971,15475.850379770178,86.3,0.6,0.0
18:39:17,1610,,Aggregated,292.9,0.0,980.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,173841,0,980.0,1182.575328428279,3.1231699977070093,4756.403651997971,15474.94872325861,86.3,0.6,0.0
18:39:18,1612,,Aggregated,299.1,0.0,980.0,1800.0,2200.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,174094,0,980.0,1185.034490232956,3.1231699977070093,4756.403651997971,15475.343653428608,86.4,0.6,0.0
18:39:19,1614,,Aggregated,298.4,0.0,990.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,174458,0,990.0,1188.6615188179924,3.1231699977070093,4756.403651997971,15478.841136548624,86.4,0.6,0.0
18:39:20,1616,,Aggregated,292.8,0.0,990.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,174731,0,990.0,1191.2015524460012,3.1231699977070093,4756.403651997971,15476.459947004252,86.5,0.6,0.0
18:39:21,1618,,Aggregated,289.6,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,175047,0,1000.0,1194.193386657111,3.1231699977070093,4756.403651997971,15474.256936708429,86.5,0.6,0.0
18:39:22,1620,,Aggregated,293.4,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,175316,0,1000.0,1196.70399078478,3.1231699977070093,4756.403651997971,15474.481256702184,86.6,0.6,0.0
18:39:23,1622,,Aggregated,298.4,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,175583,0,1000.0,1199.3432922050226,3.1231699977070093,4756.403651997971,15474.07276330852,86.6,0.6,0.0
18:39:24,1624,,Aggregated,300.0,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,175908,0,1000.0,1202.6666407866137,3.1231699977070093,4756.403651997971,15474.771556722832,86.7,0.6,0.0
18:39:25,1626,,Aggregated,295.9,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,176216,0,1000.0,1205.6186409915183,3.1231699977070093,4756.403651997971,15471.852050892086,86.7,0.6,0.0
18:39:26,1628,,Aggregated,294.0,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,176669,0,1000.0,1209.6614645934744,3.1231699977070093,4756.403651997971,15475.369917755805,86.8,0.6,0.0
18:39:27,1630,,Aggregated,294.7,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,176895,0,1000.0,1211.5123998622366,3.1231699977070093,4756.403651997971,15476.456971649848,86.8,0.6,0.0
18:39:28,1632,,Aggregated,306.3,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,177057,0,1000.0,1212.9842463198029,3.1231699977070093,4756.403651997971,15475.105542282994,86.9,0.6,0.0
18:39:29,1634,,Aggregated,301.6,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,177460,23,1000.0,1216.7443254166092,1.3305300017236732,4756.403651997971,15477.206102783726,86.9,0.6,0.0
18:39:30,1636,,Aggregated,296.1,0.0,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,177841,23,1000.0,1220.2764055696246,1.3305300017236732,4756.403651997971,15475.321000219295,87.0,0.6,0.0
18:39:31,1638,,Aggregated,292.9,2.3,1000.0,1900.0,2300.0,2400.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,178099,23,1000.0,1222.6832874874283,1.3305300017236732,4756.403651997971,15477.089989275628,87.0,0.6,0.7852509388869922
18:39:32,1640,,Aggregated,302.8,2.3,1000.0,1900.0,2300.0,2500.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,178390,23,1000.0,1225.2948077431563,1.3305300017236732,4756.403651997971,15478.269953472727,87.1,0.6,0.7595772787318361
18:39:33,1642,,Aggregated,302.6,2.3,1000.0,1900.0,2300.0,2500.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,178639,23,1000.0,1227.6357660405229,1.3305300017236732,4756.403651997971,15475.567586025449,87.1,0.6,0.7600793126239258
18:39:34,1644,,Aggregated,304.1,2.3,1000.0,1900.0,2300.0,2500.0,2700.0,2900.0,3100.0,3200.0,3600.0,4400.0,4800.0,178963,23,1000.0,1230.8617865467097,1.3305300017236732,4756.403651997971,15474.325011315188,87.2,0.6,0.7563301545544228
18:39:35,1646,,Aggregated,299.4,2.3,1100.0,2000.0,2300.0,2500.0,2700.0,3000.0,3100.0,3200.0,3600.0,4400.0,4800.0,179261,23,1100.0,1233.7245389240877,1.3305300017236732,4756.403651997971,15475.70640574358,87.2,0.6,0.7682030728122912
18:39:36,1648,,Aggregated,294.9,2.3,1100.0,2000.0,2300.0,2500.0,2700.0,3000.0,3100.0,3200.0,3600.0,4400.0,4800.0,179593,23,1100.0,1236.8779335065988,1.3305300017236732,4756.403651997971,15476.187858101372,87.2,0.6,0.7799253984401492
18:39:37,1650,,Aggregated,296.8,2.3,1100.0,2000.0,2300.0,2500.0,2700.0,3000.0,3100.0,3200.0,3600.0,4400.0,4800.0,179811,23,1100.0,1239.0230397331286,1.3305300017236732,4756.403651997971,15473.155062815957,87.3,0.6,0.774932614555256
18:39:38,1652,,Aggregated,288.7,2.3,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3100.0,3300.0,3600.0,4400.0,4800.0,180125,23,1100.0,1242.342061359566,1.3305300017236732,4756.403651997971,15473.356863289382,87.3,0.6,0.796674748874264
18:39:39,1654,,Aggregated,288.2,2.3,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3100.0,3300.0,3600.0,4400.0,4800.0,180455,23,1100.0,1245.673770798851,1.3305300017236732,4756.403651997971,15474.221329417309,87.4,0.6,0.7980569049271339
18:39:40,1656,,Aggregated,299.9,2.3,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3100.0,3300.0,3600.0,4400.0,4800.0,180756,23,1100.0,1248.7208094653326,1.3305300017236732,4756.403651997971,15473.740373763529,87.4,0.6,0.766922307435812
18:39:41,1658,,Aggregated,302.0,0.0,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3100.0,3300.0,3600.0,4400.0,4800.0,181101,23,1100.0,1252.0038210639573,1.3305300017236732,4756.403651997971,15470.937051700432,87.5,0.6,0.0
18:39:42,1660,,Aggregated,289.1,0.0,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3100.0,3300.0,3600.0,4400.0,4800.0,181392,23,1100.0,1254.6548900584082,1.3305300017236732,4756.403651997971,15469.528082826144,87.5,0.6,0.0
18:39:43,1662,,Aggregated,294.5,0.0,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,181660,23,1100.0,1257.0586314468285,1.3305300017236732,4756.403651997971,15468.2607728724,87.6,0.6,0.0
18:39:44,1664,,Aggregated,294.7,0.0,1100.0,2000.0,2300.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,181944,23,1100.0,1259.7838256060154,1.3305300017236732,4756.403651997971,15465.45935012971,87.6,0.7,0.0
18:39:45,1666,,Aggregated,304.1,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,182200,23,1100.0,1262.2850755868008,1.3305300017236732,4756.403651997971,15466.19989571899,87.7,0.6,0.0
18:39:46,1668,,Aggregated,302.0,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,182582,23,1100.0,1265.995841508446,1.3305300017236732,4756.403651997971,15463.130905565718,87.7,0.7,0.0
18:39:47,1670,,Aggregated,296.9,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,182903,23,1100.0,1269.046306682362,1.3305300017236732,4756.403651997971,15462.77584293314,87.8,0.7,0.0
18:39:48,1672,,Aggregated,298.0,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3600.0,4400.0,4800.0,183127,23,1100.0,1271.2068246893086,1.3305300017236732,4756.403651997971,15463.01543191337,87.8,0.6,0.0
18:39:49,1674,,Aggregated,305.6,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,183435,23,1100.0,1274.5026079498764,1.3305300017236732,4756.403651997971,15460.809665549104,87.8,0.6,0.0
18:39:50,1676,,Aggregated,302.2,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,183756,23,1100.0,1277.7141232599176,1.3305300017236732,4756.403651997971,15459.49441106685,87.9,0.6,0.0
18:39:51,1678,,Aggregated,290.4,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,184066,23,1100.0,1280.834449418293,1.3305300017236732,4756.403651997971,15460.064129171058,87.9,0.7,0.0
18:39:52,1680,,Aggregated,296.1,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,184382,23,1100.0,1284.001228162182,1.3305300017236732,4756.403651997971,15459.93232528121,88.0,0.6,0.0
18:39:53,1682,,Aggregated,294.8,0.0,1100.0,2000.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,184682,23,1100.0,1286.7945323385898,1.3305300017236732,4756.403651997971,15458.40545369879,88.0,0.6,0.0
18:39:54,1684,,Aggregated,295.1,0.0,1100.0,2100.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,184971,23,1100.0,1289.436078770318,1.3305300017236732,4756.403651997971,15456.615063983005,88.1,0.6,0.0
18:39:55,1686,,Aggregated,293.6,0.0,1100.0,2100.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,185237,23,1100.0,1292.106244606124,1.3305300017236732,4756.403651997971,15454.38052872806,88.1,0.6,0.0
18:39:56,1688,,Aggregated,300.5,0.0,1100.0,2100.0,2400.0,2500.0,2800.0,3000.0,3200.0,3300.0,3700.0,4400.0,4800.0,185509,23,1100.0,1294.8617965621984,1.3305300017236732,4756.403651997971,15452.44193004113,88.2,0.6,0.0
